Date	Number	Color	Category	Word 1	Word 2	Word 3	Word 4
Aug 14, 2023	64	Purple	 T-___: 	BONE 	REX 	SHIRT 	STORM
Aug 14, 2023	64	Yellow	 CLASSIC DOG NAMES: 	FIDO 	LUCKY 	ROVER 	SPOT
Aug 15, 2023	65	Blue	 CLASSICAL ELEMENTS: 	AIR 	EARTH 	FIRE 	WATER
Aug 15, 2023	65	Green	 ENERGY: 	JUICE 	SPIRIT 	STEAM 	VIGOR
Aug 15, 2023	65	Purple	 THINGS WITH RINGS: 	CIRCUS 	SATURN 	TREE 	WEDDING
Aug 15, 2023	65	Yellow	 STATES OF MATTER: 	GAS 	LIQUID 	PLASMA 	SOLID
Aug 16, 2023	66	Blue	 PAINTERS: 	BACON 	CLOSE 	MUNCH 	WHISTLER
Aug 16, 2023	66	Green	 BREAKFAST FOODS: 	CEREAL 	OMELET 	PANCAKE 	WAFFLE
Aug 16, 2023	66	Purple	 ONE IN A DOZEN: 	EGG 	JUROR 	MONTH 	ROSE
Aug 16, 2023	66	Yellow	 TIME PERIODS: 	CENTURY 	DECADE 	MILLENNIUM 	YEAR
Aug 17, 2023	67	Blue	 ALTER DECEPTIVELY: 	DISTORT 	DOCTOR 	FUDGE 	TWIST
Aug 17, 2023	67	Green	 OCCUPATIONAL SURNAMES: 	FISHER 	MASON 	MILLER 	SMITH
Aug 17, 2023	67	Purple	 SQUARE ___: 	DANCE 	MEAL 	ONE 	ROOT
Aug 17, 2023	67	Yellow	 DESSERTS: 	CAKE 	COBBLER 	PIE 	TART
Aug 18, 2023	68	Blue	 WORLD CURRENCIES: 	RAND 	REAL 	STERLING 	WON
Aug 18, 2023	68	Green	 EXTREMELY: 	AWFUL 	QUITE 	SUPER 	VERY
Aug 18, 2023	68	Purple	 ___ CAKE: 	CARROT 	COFFEE 	POUND 	SPONGE
Aug 18, 2023	68	Yellow	 UNITS OF VOLUME: 	CUP 	GALLON 	PINT 	QUART
Aug 19, 2023	69	Blue	 SHOES: 	CLOG 	PUMP 	SLIDE 	WEDGE
Aug 19, 2023	69	Green	 COOKWEAR: 	CROCK 	POT 	SKILLET 	WOK
Aug 19, 2023	69	Purple	 SLANG FOR CANNABIS: 	GRASS 	HERB 	MARY JANE 	WEED
Aug 19, 2023	69	Yellow	 FRIEND: 	BUD 	CHUM 	MATE 	PAL
Aug 20, 2023	70	Blue	 TINY: 	MINUTE 	SLIGHT 	SMALL 	WEE
Aug 20, 2023	70	Green	 INSULT: 	BARB 	DIG 	DISS 	JAB
Aug 20, 2023	70	Purple	 HAPPY ___: 	CAMPER 	HOUR 	MEAL 	MEDIUM
Aug 20, 2023	70	Yellow	 CAMPING SUPPLIES: 	COOLER 	LANTERN 	SLEEPING BAG 	TENT
Aug 21, 2023	71	Blue	 CLASSIC ROCK BANDS: 	GENESIS 	KANSAS 	RUSH 	YES
Aug 21, 2023	71	Green	 SODA BRANDS: 	CRUSH 	MUG 	SPRITE 	SQUIRT
Aug 21, 2023	71	Purple	 TONY ___: 	HAWK 	MONTANA 	SOPRANO 	STARK
Aug 21, 2023	71	Yellow	 U.S. MOUNTAIN STATES: 	ARIZONA 	COLORADO 	NEVADA 	UTAH
Aug 22, 2023	72	Blue	 SEEN ON VALENTINE'S DAY: 	CARD 	CHOCOLATE 	HEART 	ROSE
Aug 22, 2023	72	Green	 SANTA'S REINDEER: 	COMET 	CUPID 	DASHER 	VIXEN
Aug 22, 2023	72	Purple	 BAD ___ MOVIES": 	BOYS 	LIEUTENANT 	SANTA 	TASTE
Aug 22, 2023	72	Yellow	 PERFORMING ARTISTS: 	ACTOR 	DANCER 	SINGER 	STAND-UP
Aug 23, 2023	73	Blue	 PURSUE: 	DOG 	FOLLOW 	TAIL 	TRACK
Aug 23, 2023	73	Green	 BIKE PARTS: 	GEAR 	HANDLEBAR 	PEDAL 	WHEEL
Aug 23, 2023	73	Purple	 THINGS THAT ARE CAST: 	DOUBT 	MOVIE 	SHADOW 	VOTE
Aug 23, 2023	73	Yellow	 FACIAL HAIR: 	BEARD 	GOATEE 	MUSTACHE 	STUBBLE
Aug 24, 2023	74	Blue	 SLANG FOR CLOTHES: 	DUDS 	GETUP 	OUTFIT 	THREADS
Aug 24, 2023	74	Green	 FAILURES: 	BUSTS 	FLOPS 	MISSES 	TURKEYS
Aug 24, 2023	74	Purple	 KISS: 	PECK 	SMACK 	SMOOCH 	X
Aug 24, 2023	74	Yellow	 EXTINCT ANIMALS: 	DODO 	MAMMOTH 	MASTODON 	TRILOBITE
Aug 25, 2023	75	Blue	 “PINOCCHIO” FIGURES: 	CRICKET 	PUPPET 	WHALE 	WOODCARVER
Aug 25, 2023	75	Green	 FOUND IN A KITCHEN: 	COUNTER 	MIXER 	RANGE 	SINK
Aug 25, 2023	75	Purple	 EASTER ___: 	BUNNY 	EGG 	ISLAND 	SUNDAY
Aug 25, 2023	75	Yellow	 SOCIAL GATHERING: 	BASH 	BLOWOUT 	PARTY 	SHINDIG
Aug 26, 2023	76	Blue	 FIGURES IN GREEK MYTH: 	ATLAS 	HERMES 	NIKE 	PARIS
Aug 26, 2023	76	Green	 NEWSPAPER SECTIONS: 	BUSINESS 	NATIONAL 	OPINION 	STYLE
Aug 26, 2023	76	Purple	 FIRST WORDS IN RAPPERS' NAMES: 	FOXY 	GUCCI 	KILLER 	NOTORIOUS
Aug 26, 2023	76	Yellow	 BOARD GAMES: 	RISK 	SORRY 	TABOO 	TROUBLE
Aug 27, 2023	77	Blue	 DRUM SET COMPONENTS: 	CYMBAL 	KICK 	SNARE 	TOM
Aug 27, 2023	77	Green	 GOLF TERMS: 	DRIVER 	EAGLE 	HOLE 	STROKE
Aug 27, 2023	77	Purple	 ASSOCIATED WITH “CRAWL”: 	INFANT 	PUB 	SWIMMING 	TICKER
Aug 27, 2023	77	Yellow	 PIECES OF CHICKEN: 	BREAST 	DRUMSTICK 	TENDER 	WING
Aug 28, 2023	78	Blue	 GREETING GESTURES: 	HIGH FIVE 	HUG 	SHAKE 	WAVE
Aug 28, 2023	78	Green	 SCAM: 	CON 	FAST ONE 	HUSTLE 	RACKET
Aug 28, 2023	78	Purple	 ___ LIST: 	BUCKET 	GUEST 	TOP TEN 	WISH
Aug 28, 2023	78	Yellow	 STATES OF ELATION: 	BLISS 	CLOUD NINE 	HEAVEN 	PARADISE
Aug 29, 2023	79	Blue	 SHADES OF BLACK: 	EBONY 	JET 	ONYX 	RAVEN
Aug 29, 2023	79	Green	 ANIMALS THAT END WITH “X”: 	FOX 	IBEX 	LYNX 	ORYX
Aug 29, 2023	79	Purple	 WORDS BEFORE DAYS OF THE WEEK: 	ASH 	BLACK 	CYBER 	FAT
Aug 29, 2023	79	Yellow	 DEPART QUICKLY: 	BOOK 	BOUNCE 	RUN 	SPLIT
Aug 30, 2023	80	Blue	 EGYPTIAN SYMBOLS: 	ANKH 	CROOK 	EYE 	SCARAB
Aug 30, 2023	80	Green	 INFLUENCE: 	CLOUT 	PULL 	SWAY 	WEIGHT
Aug 30, 2023	80	Purple	 FONTS: 	COURIER 	IMPACT 	PAPYRUS 	TIMES
Aug 30, 2023	80	Yellow	 PLAYGROUND FIXTURES: 	SANDBOX 	SEESAW 	SLIDE 	SWING
Aug 31, 2023	81	Blue	 MAR: 	CHIP 	DING 	NICK 	SCRATCH
Aug 31, 2023	81	Green	 RESPONSE TO A CORRECT ANSWER: 	BINGO 	CORRECT 	RIGHT 	YES
Aug 31, 2023	81	Purple	 ___JACK: 	APPLE 	CRACKER 	FLAP 	LUMBER
Aug 31, 2023	81	Yellow	 APPETIZER UNIT: 	FRY 	NACHO 	POPPER 	WING
Sep 1, 2023	82	Blue	 AMERICAN POETS: 	BISHOP 	FROST 	OLDS 	POUND
Sep 1, 2023	82	Green	 WOODWINDS: 	CLARINET 	FLUTE 	OBOE 	SAXOPHONE
Sep 1, 2023	82	Purple	 CONSECUTIVE DOUBLE LETTERS: 	BALLOON 	BASSOON 	COFFEE 	FRICASSEE
Sep 1, 2023	82	Yellow	 DRINK VESSELS: 	GOBLET 	SNIFTER 	TUMBLER 	STEIN
Sep 2, 2023	83	Blue	 AMERICAN FOOTBALL ACTIONS: 	FUMBLE 	PUNT 	SACK 	SNAP
Sep 2, 2023	83	Green	 BAKED GOODS: 	BUN 	DANISH 	MUFFIN 	TURNOVER
Sep 2, 2023	83	Purple	 MANICURE STEPS: 	BUFF 	CLIP 	FILE 	POLISH
Sep 2, 2023	83	Yellow	 AU NATUREL: 	BARE 	NAKED 	NUDE 	UNCLAD
Sep 3, 2023	84	Blue	 ROMAN NUMERALS: 	D 	L 	M 	V
Sep 3, 2023	84	Green	 PRONOUNS: 	I 	IT 	THEY 	WE
Sep 3, 2023	84	Purple	 HOMOPHONES: 	EWE 	U 	YEW 	YOU
Sep 3, 2023	84	Yellow	 FEMALE ANIMALS: 	COW 	DOE 	HEN 	MARE
Sep 4, 2023	85	Blue	 THINGS WITH TEETH: 	COMB 	GEAR 	SAW 	ZIPPER
Sep 4, 2023	85	Green	 AUTOMATIC TRANSMISSION SETTINGS: 	DRIVE 	NEUTRAL 	PARK 	REVERSE
Sep 4, 2023	85	Purple	 ___ CHAIR: 	FIRST 	FOLDING 	HIGH 	LAWN
Sep 4, 2023	85	Yellow	 PAINTING ACCESSORIES: 	BRUSH 	CANVAS 	EASEL 	PALETTE
Sep 5, 2023	86	Blue	 THANKSGIVING FOOD: 	GRAVY 	PIE 	STUFFING 	TURKEY
Sep 5, 2023	86	Green	 ADDITIONAL BENEFIT: 	BONUS 	EXTRA 	ICING 	PERK
Sep 5, 2023	86	Purple	 SONG TITLES WITH PARENTHESES: 	I RAN 	ISTANBUL 	MONTERO 	SATISFACTION
Sep 5, 2023	86	Yellow	 INFORMATION DISPLAYS: 	CHART 	DIAGRAM 	GRAPH 	MAP
Sep 6, 2023	87	Blue	 ONE INVOLVED IN ESPIONAGE: 	AGENT 	MOLE 	PLANT 	SPY
Sep 6, 2023	87	Green	 FLOWER PARTS: 	BUD 	LEAF 	PETAL 	STALK
Sep 6, 2023	87	Purple	 CHINESE ZODIAC ANIMALS: 	DRAGON 	HORSE 	RABBIT 	TIGER
Sep 6, 2023	87	Yellow	 CREATURES IN FOLKLORE: 	GNOME 	GOBLIN 	OGRE 	TROLL
Sep 7, 2023	88	Blue	 WHEN HARRY MET SALLY: 	HARRY 	MET 	SALLY 	WHEN
Sep 7, 2023	88	Green	 WHO FRAMED ROGER RABBIT: 	FRAMED 	RABBIT 	ROGER 	WHO
Sep 7, 2023	88	Purple	 MAD MAX FURY ROAD: 	FURY 	MAD 	MAX 	ROAD
Sep 7, 2023	88	Yellow	 ROCKY HORROR PICTURE SHOW: 	HORROR 	PICTURE 	ROCKY 	SHOW
Sep 8, 2023	89	Blue	 PIXAR MOVIES: 	BRAVE 	CARS 	COCO 	UP
Sep 8, 2023	89	Green	 FERMENETED ALCOHOLIC BEVERAGES: 	CIDER 	PORT 	SAKE 	STOUT
Sep 8, 2023	89	Purple	 ___ TAPE: 	DEMO 	RED 	SCOTCH 	TICKER
Sep 8, 2023	89	Yellow	 INHERENT NATURE: 	ESSENCE 	HEART 	SPIRIT 	SOUL
Sep 9, 2023	90	Blue	 FISH THAT ARE VERBS: 	CARP 	CATFISH 	FLOUNDER 	SMELT
Sep 9, 2023	90	Green	 HEAT SOURCES: 	FORGE 	FURNACE 	KILN 	OVEN
Sep 9, 2023	90	Purple	 SILENT “L”: 	COLONEL 	SALMON 	WALK 	YOLK
Sep 9, 2023	90	Yellow	 BASEBALL CALLS: 	BALL 	OUT 	SAFE 	STRIKE
Sep 10, 2023	91	Blue	 MUSICALS: 	COMPANY 	GREASE 	HAIR 	RENT
Sep 10, 2023	91	Green	 LOWEST POINT: 	BASE 	BOTTOM 	FOOT 	FOUNDATION
Sep 10, 2023	91	Purple	 SEA ___: 	CHANGE 	CUCUMBER 	LEGS 	LION
Sep 10, 2023	91	Yellow	 AMAZON ANIMALS: 	ANACONDA 	CAPYBARA 	JAGUAR 	TOUCAN
Sep 11, 2023	92	Blue	 SLOT MACHINE SYMBOLS: 	7	BAR 	BELL 	CHERRY
Sep 11, 2023	92	Green	 TV SHOWS: 	24	BONES 	FIREFLY 	WEEDS
Sep 11, 2023	92	Purple	 NUMBERS IN BOOK TITLES: 	22	451	2001	20
Sep 11, 2023	92	Yellow	 HALLOWEEN DECORATIONS: 	BAT 	COBWEB 	PUMPKIN 	TOMBSTONE
Sep 12, 2023	93	Blue	 TREE FEATURES: 	BARK 	BRANCH 	ROOT 	TRUNK
Sep 12, 2023	93	Green	 ANIMAL SOUNDS: 	BUZZ 	CLUCK 	MEOW 	OINK
Sep 12, 2023	93	Purple	 INSIDE INFO: 	DIRT 	DISH 	SCOOP 	SKINNY
Sep 12, 2023	93	Yellow	 HOT DRINKS: 	CHAI 	COCOA 	COFFEE 	TEA
Sep 13, 2023	94	Blue	 ANAGRAMS: 	NOPE 	OPEN 	PEON 	PONE
Sep 13, 2023	94	Green	 PRONOUNS: 	ME 	THEM 	US 	YOU
Sep 13, 2023	94	Purple	 ___ BABY: 	BEANIE 	FUR 	NEPO 	SANTA
Sep 13, 2023	94	Yellow	 “SKEDADDLE!”: 	GET OUT 	GO 	LEAVE 	SCRAM
Sep 14, 2023	95	Blue	 RADIO LINGO: 	COPY 	OUT 	OVER 	ROGER
Sep 14, 2023	95	Green	 COUNTERFEIT: 	BOGUS 	FAKE 	PHONY 	SHAM
Sep 14, 2023	95	Purple	 SONGS THAT ARE NAMES: 	ALEJANDRO 	LOLA 	MICHELLE 	STAN
Sep 14, 2023	95	Yellow	 EYE PARTS: 	IRIS 	LENS 	PUPIL 	RETINA
Sep 15, 2023	96	Blue	 GYMNASTICS APPARATUS: 	FLOOR 	HORSE 	RINGS 	VAULT
Sep 15, 2023	96	Green	 EMIT LIGHT: 	BEAM 	GLOW 	RADIATE 	SHINE
Sep 15, 2023	96	Purple	 WORDS THAT SOUND LIKE TWO LETTERS: 	CUTIE 	ENVY 	EXCEL 	SEEDY
Sep 15, 2023	96	Yellow	 BOVIDS: 	BUFFALO 	COW 	GOAT 	SHEEP
Sep 16, 2023	97	Blue	 “PEANUTS” CHARACTERS: 	CHARLIE 	PEPPERMINT PATTY 	PIGPEN 	WOODSTOCK
Sep 16, 2023	97	Green	 CHESS TERMS: 	BISHOP 	MATE 	GAMBIT 	QUEEN
Sep 16, 2023	97	Purple	 I LOVE ___: 	LUCY 	NEW YORK 	ROCK 'N ROLL 	YOU
Sep 16, 2023	97	Yellow	 FAIRY TALE FIGURES: 	GIANT 	PRINCESS 	WITCH 	WOLF
Sep 17, 2023	98	Blue	 BEST ACTRESS OSCAR WINNERS: 	BERRY 	FOSTER 	STONE 	SWANK
Sep 17, 2023	98	Green	 LUXURIOUS: 	DELUXE 	GRAND 	LAVISH 	OPULENT
Sep 17, 2023	98	Purple	 WHAT “GREEN” MIGHT MEAN: 	ENVIOUS 	FRESH 	NAIVE 	UNWELL
Sep 17, 2023	98	Yellow	 FRUITS: 	APRICOT 	FIG 	GRAPE 	LIME
Sep 18, 2023	99	Blue	 WESTERN TROPES: 	COWBOY 	DRIFTER 	OUTLAW 	SHERIFF
Sep 18, 2023	99	Green	 AIRLINES: 	ALASKA 	FRONTIER 	SOUTHWEST 	SPIRIT
Sep 18, 2023	99	Purple	 TV SHOW TITLE SURNAMES: 	LASSO 	MARS 	ROGERS 	SMART
Sep 18, 2023	99	Yellow	 INTELLIGENT: 	BRIGHT 	CLEVER 	QUICK 	SHARP
Sep 19, 2023	100	Blue	 CONNECTION: 	BOND 	LINK 	RELATION 	TIE
Sep 19, 2023	100	Green	 SHIRT FEATURES: 	BUTTON 	COLLAR 	CUFF 	POCKET
Sep 19, 2023	100	Purple	 DIRTY ___: 	DOZEN 	JOKE 	LAUNDRY 	MARTINI
Sep 19, 2023	100	Yellow	 WEB BROWSER-RELATED: 	BOOKMARK 	HISTORY 	TAB 	WINDOW
Sep 20, 2023	101	Blue	 COMMON MERCH ITEMS: 	MUG 	PEN 	TEE 	TOTE
Sep 20, 2023	101	Green	 BOWLING: 	ALLEY 	BALL 	LANE 	PIN
Sep 20, 2023	101	Purple	 NUMBER HOMOPHONES: 	ATE 	FOR 	TOO 	WON
Sep 20, 2023	101	Yellow	 REPLACEMENT: 	BACKUP 	COPY 	EXTRA 	SPARE
Sep 21, 2023	102	Blue	 MUPPETS: 	ANIMAL 	BEAKER 	GONZO 	SCOOTER
Sep 21, 2023	102	Green	 MOTOR VEHICLES: 	BUS 	CAR 	MOTORCYCLE 	TRUCK
Sep 21, 2023	102	Purple	 HAND- AND FOOT-RELATED SLANG: 	DIGIT 	DOG 	MITT 	PIGGY
Sep 21, 2023	102	Yellow	 RESTAURANT WORKERS: 	BARTENDER 	CHEF 	HOST 	SERVER
Sep 22, 2023	103	Blue	 M. NIGHT SHYAMALAN MOVIES: 	GLASS 	OLD 	SIGNS 	SPLIT
Sep 22, 2023	103	Green	 SET, AS PLANS: 	CONCRETE 	FIRM 	SOLID 	TANGIBLE
Sep 22, 2023	103	Purple	 ___BOARD: 	DASH 	HOVER 	KEY 	STAR
Sep 22, 2023	103	Yellow	 SODA FOUNTAIN ORDERS: 	FLOAT 	MALT 	SHAKE 	SUNDAE
Sep 23, 2023	104	Blue	 WATER SOURCES: 	FOUNTAIN 	SPRING 	TAP 	WELL
Sep 23, 2023	104	Green	 DECLINE: 	DIP 	DROP 	FALL 	SINK
Sep 23, 2023	104	Purple	 WOMEN SINGERS: 	KEYS 	NICKS 	SUMMER 	SWIFT
Sep 23, 2023	104	Yellow	 ROBUST: 	FIT 	HEALTHY 	SOUND 	STRONG
Sep 24, 2023	105	Blue	 SUPER MARIO-RELATED: 	DINOSAUR 	MUSHROOM 	PLUMBER 	PRINCESS
Sep 24, 2023	105	Green	 VERTEBRATES: 	BIRD 	FISH 	MAMMAL 	REPTILE
Sep 24, 2023	105	Purple	 SITCOM FAMILIES: 	BUNKER 	CLEAVER 	PARTRIDGE 	TANNER
Sep 24, 2023	105	Yellow	 KITCHEN UTENSILS: 	GRATER 	LADLE 	PEELER 	WHISK
Sep 25, 2023	106	Blue	 JACKS: 	BLACK 	FROST 	MA 	SPARROW
Sep 25, 2023	106	Green	 “C” WORDS FOR “ENVELOP”: 	CAKE 	COAT 	COVER 	CRUST
Sep 25, 2023	106	Purple	 SOCIAL MEDIA APP ENDINGS: 	BOOK 	GRAM 	IN 	TUBE
Sep 25, 2023	106	Yellow	 BRIDAL ACCESSORIES: 	BOUQUET 	RING 	TRAIN 	VEIL
Sep 26, 2023	107	Blue	 SUMMARY: 	ABSTRACT 	BRIEF 	DIGEST 	RUNDOWN
Sep 26, 2023	107	Green	 LINGERIE: 	GARTER 	SLIP 	TEDDY 	THONG
Sep 26, 2023	107	Purple	 FULL ___: 	CIRCLE 	HOUSE 	MONTY 	MOON
Sep 26, 2023	107	Yellow	 SNAKES: 	BOA 	MAMBA 	PYTHON 	VIPER
Sep 27, 2023	108	Blue	 TARGET OF A SCHEME: 	CHUMP 	FOOL 	MARK 	SUCKER
Sep 27, 2023	108	Green	 CANDY STORE TREATS: 	CHOCOLATE 	GUM 	LICORICE 	LOLLIPOP
Sep 27, 2023	108	Purple	 THINGS WITH EYE(S): 	FACE 	HURRICANE 	NEEDLE 	POTATO
Sep 27, 2023	108	Yellow	 PRODUCED BY TREES: 	ACORN 	CONE 	POLLEN 	SAP
Sep 28, 2023	109	Blue	 RAP SUBGENRES: 	BOUNCE 	CRUNK 	DRILL 	GRIME
Sep 28, 2023	109	Green	 WAYS TO GATHER FOOD: 	FISH 	FORAGE 	HUNT 	TRAP
Sep 28, 2023	109	Purple	 LIGHT ___: 	BEER 	BULB 	RAIL 	YEAR
Sep 28, 2023	109	Yellow	 REFLECT LIGHT: 	FLASH 	GLEAM 	GLITTER 	SPARKLE
Sep 29, 2023	110	Blue	 HUDSONS: 	HENRY 	JENNIFER 	KATE 	ROCK
Sep 29, 2023	110	Green	 RECYCLNG CATEGORIES: 	GLASS 	METAL 	PAPER 	PLASTIC
Sep 29, 2023	110	Purple	 WHAT “BEAT” MAY MEAN: 	ASSIGNMENT 	DEFEAT 	TEMPO 	TIRED
Sep 29, 2023	110	Yellow	 VERY IMPORTANT: 	CENTRAL 	CRITICAL 	KEY 	VITAL
Sep 30, 2023	111	Blue	 YEARN: 	ACHE 	LONG 	PINE 	THIRST
Sep 30, 2023	111	Green	 GOLF CLUBS: 	IRON 	PUTTER 	WEDGE 	WOOD
Sep 30, 2023	111	Purple	 INSUFFICIENT: 	LOW 	SHORT 	SHY 	WANTING
Sep 30, 2023	111	Yellow	 PLAYING CARD SUITS: 	CLUB 	DIAMOND 	HEART 	SPADE
Oct 1, 2023	112	Blue	 THINGS THAT ARE RED: 	BEET 	BRICK 	CARDINAL 	POPPY
Oct 1, 2023	112	Green	 NOCTURNAL ANIMALS: 	BAT 	MOTH 	OWL 	WOLF
Oct 1, 2023	112	Purple	 ___ FIGURE: 	ACTION 	BALLPARK 	GO 	STICK
Oct 1, 2023	112	Yellow	 COFFEE COUNTER ITEMS: 	CUP 	LID 	STIRRER 	STRAW
Oct 2, 2023	113	Blue	 ANIMAL COVERINGS: 	DOWN 	FUR 	SCALES 	SHELL
Oct 2, 2023	113	Green	 IPHONE APPS: 	CLOCK 	MAIL 	MAPS 	NOTES
Oct 2, 2023	113	Purple	 “POINTERS”: 	ARROW 	DOG 	FINGER 	HINT
Oct 2, 2023	113	Yellow	 WAYS TO SHOW RESPECT: 	BOW 	KNEEL 	SALUTE 	STAND
Oct 3, 2023	114	Blue	 SNEAKER BRANDS: 	CONVERSE 	JORDAN 	PUMA 	VANS
Oct 3, 2023	114	Green	 PRATTLE ON: 	BLATHER 	CHAT 	JABBER 	GAB
Oct 3, 2023	114	Purple	 ___ BALLOON: 	LEAD 	SPEECH 	TRIAL 	WATER
Oct 3, 2023	114	Yellow	 LONG-HAIRED ANIMALS: 	AFGHAN 	ALPACA 	ANGORA 	YAK
Oct 4, 2023	115	Blue	 TORUS-SHAPED FOOD: 	BAGEL 	CHEERIO 	DONUT 	LIFESAVER
Oct 4, 2023	115	Green	 MAKE PUBLIC: 	DISPLAY 	EXHIBIT 	PRESENT 	SHOW
Oct 4, 2023	115	Purple	 THINGS WITH STRIPES: 	CANDY CANE 	CROSSWALK 	REFEREE 	TIGER
Oct 4, 2023	115	Yellow	 CHRISTMAS-RELATED: 	MISTLETOE 	REINDEER 	SNOWMAN 	STOCKING
Oct 5, 2023	116	Blue	 M.L.B. TEAM MEMBER: 	ANGEL 	CUB 	MET 	RED
Oct 5, 2023	116	Green	 IMPERIAL UNITS: 	BUSHEL 	PECK 	STONE 	TON
Oct 5, 2023	116	Purple	 INSECT HOMOPHONES: 	AUNT 	BEATLE 	FLEE 	NAT
Oct 5, 2023	116	Yellow	 DIVISION: 	ARM 	BRANCH 	CHAPTER 	WING
Oct 6, 2023	117	Blue	 “PETER PAN” CHARACTERS: 	HOOK 	NANA 	PETER 	WENDY
Oct 6, 2023	117	Green	 ART MOVEMENTS: 	DADA 	DECO 	GOTHIC 	POP
Oct 6, 2023	117	Purple	 LADY ___: 	BIRD 	GAGA 	LUCK 	MACBETH
Oct 6, 2023	117	Yellow	 LAUGHTER, IN A TEXT: 	DEAD 	HAHA 	LOL 	ROFL
Oct 7, 2023	118	Blue	 IRREGULAR VERBS: 	DREW 	ROSE 	WILL 	MAY
Oct 7, 2023	118	Green	 NATURAL FEATURES: 	DALE 	BROOK 	SAVANNA 	CLIFF
Oct 7, 2023	118	Purple	 PALINDROMES: 	EVE 	HANNAH 	OTTO 	NATAN
Oct 7, 2023	118	Yellow	 RHYMES: 	DARREN 	KAREN 	SHARON 	AARON
Oct 8, 2023	119	Blue	 CITIES AND TOWNS IN ENGLAND: 	BATH 	DERBY 	READING 	SANDWICH
Oct 8, 2023	119	Green	 PHONE CONNECTIVITY: 	BARS 	RECEPTION 	SERVICE 	SIGNAL
Oct 8, 2023	119	Purple	 ___ OPERA: 	COMIC 	MET 	ROCK 	SOAP
Oct 8, 2023	119	Yellow	 CELEBRATORY OCCASIONS: 	ANNIVERSARY 	BIRTHDAY 	SHOWER 	WEDDING
Oct 9, 2023	120	Blue	 SONG: 	CUT 	NUMBER 	SINGLE 	TRACK
Oct 9, 2023	120	Green	 SLANG FOR HEAD: 	CROWN 	DOME 	MELON 	NOODLE
Oct 9, 2023	120	Purple	 THINGS THAT WHISTLE: 	BIRD 	KETTLE 	REFEREE 	TRAIN
Oct 9, 2023	120	Yellow	 CROPS: 	CORN 	CUCUMBER 	PEPPER 	TOMATO
Oct 10, 2023	121	Blue	 N.H.L. TEAMS: 	FLAMES 	KRAKEN 	STARS 	WILD
Oct 10, 2023	121	Green	 BIBLE BOOKS: 	ACTS 	JOB 	KINGS 	MARK
Oct 10, 2023	121	Purple	 POWER ___: 	NAP 	PLANT 	RANGER 	TRIP
Oct 10, 2023	121	Yellow	 ORIGIN: 	GENESIS 	GERM 	SEED 	SOURCE
Oct 11, 2023	122	Blue	 FOREMOST: 	HEAD 	LEAD 	PRIME 	TOP
Oct 11, 2023	122	Green	 CONDITIONAL WORDS: 	CAN 	COULD 	MAY 	MIGHT
Oct 11, 2023	122	Purple	 ___ PAPER: 	BUTCHER 	SCRAP 	TOILET 	WAX
Oct 11, 2023	122	Yellow	 FILM SET DIRECTIVES: 	ACTION 	CAMERA 	CUT 	LIGHTS
Oct 12, 2023	123	Blue	 WONDER WOMAN’S COSTUME: 	LASSO 	SHIELD 	SWORD 	TIARA
Oct 12, 2023	123	Green	 PARTS OF A WATCH: 	CROWN 	DIAL 	HAND 	STRAP
Oct 12, 2023	123	Purple	 THINGS THAT CAN RUN: 	CANDIDATE 	FAUCET 	MASCARA 	NOSE
Oct 12, 2023	123	Yellow	 CONCEAL: 	BLOCK 	COVER 	HIDE 	MASK
Oct 13, 2023	124	Blue	 POETRY TERMS: 	LINE 	METER 	RHYME 	VERSE
Oct 13, 2023	124	Green	 CITIES BEGINNING WITH “L”: 	LAGOS 	LIMERICK 	LINCOLN 	LUXOR
Oct 13, 2023	124	Purple	 “THE(E) ___” RAPPERS: 	CREATOR 	DUDE 	RAPPER 	STALLION
Oct 13, 2023	124	Yellow	 BEANS: 	FAVA 	KIDNEY 	LIMA 	PINTO
Oct 14, 2023	125	Blue	 SLANG FOR HOME: 	CRIB 	DIGS 	JOINT 	PAD
Oct 14, 2023	125	Green	 ROTARY PHONE PARTS: 	CORD 	CRADLE 	DIAL 	HANDSET
Oct 14, 2023	125	Purple	 PLUNDER: 	BOOTY 	LOOT 	SPOILS 	SWAG
Oct 14, 2023	125	Yellow	 BUTT: 	BOTTOM 	BUNS 	SEAT 	TAIL
Oct 15, 2023	126	Blue	 SHORTCUT COMMANDS: 	COPY 	FIND 	PRINT 	SAVE
Oct 15, 2023	126	Green	 PULL: 	JERK 	TUG 	WRENCH 	YANK
Oct 15, 2023	126	Purple	 TITLE MOVIE ANIMALS: 	BABE 	BEETHOVEN 	CHARLOTTE 	WILLY
Oct 15, 2023	126	Yellow	 TOOLS: 	FILE 	HAMMER 	LEVEL 	SAW
Oct 16, 2023	127	Blue	 “THE ADDAMS FAMILY” CHARACTERS: 	FESTER 	LURCH 	THING 	WEDNESDAY
Oct 16, 2023	127	Green	 GO BAD: 	ROT 	SOUR 	SPOIL 	TURN
Oct 16, 2023	127	Purple	 FAT ___: 	CAT 	CHANCE 	LIP 	TUESDAY
Oct 16, 2023	127	Yellow	 DAYS OF THE WEEK: 	FRIDAY 	SATURDAY 	SUNDAY 	THURSDAY
Oct 17, 2023	128	Blue	 RUDELY BREAK OFF CONTACT: 	DESERT 	GHOST 	IGNORE 	JILT
